card_display,week,actual_price,predicted_price,model
Blind Monk (Rare),2025-12-29,0.14,0.167,Lasso
Blind Monk (Rare),2025-12-29,0.14,0.1398,Prophet
Blind Monk (Rare),2025-12-29,0.14,0.1605,RandomForest
Blind Monk (Rare),2025-12-29,0.14,0.1279,Ridge
Blind Monk (Rare),2025-12-29,0.14,0.1739,XGBoost
Blind Monk (Rare),2026-01-05,0.15,0.1416,ARIMA
Blind Monk (Rare),2026-01-05,0.15,0.1255,Lasso
Blind Monk (Rare),2026-01-05,0.15,0.1488,Prophet
Blind Monk (Rare),2026-01-05,0.15,0.1506,RandomForest
Blind Monk (Rare),2026-01-05,0.15,0.1293,Ridge
Blind Monk (Rare),2026-01-05,0.15,0.1533,XGBoost
Blind Monk (Rare),2026-01-12,0.1467,0.1588,ARIMA
Blind Monk (Rare),2026-01-12,0.1467,0.1626,Lasso
Blind Monk (Rare),2026-01-12,0.1467,0.1482,Prophet
Blind Monk (Rare),2026-01-12,0.1467,0.1507,RandomForest
Blind Monk (Rare),2026-01-12,0.1467,0.1694,Ridge
Blind Monk (Rare),2026-01-12,0.1467,0.157,XGBoost
Blind Monk (Rare),2026-01-19,0.155,0.1464,ARIMA
Blind Monk (Rare),2026-01-19,0.155,0.1583,Lasso
Blind Monk (Rare),2026-01-19,0.155,0.1572,Prophet
Blind Monk (Rare),2026-01-19,0.155,0.1536,RandomForest
Blind Monk (Rare),2026-01-19,0.155,0.1633,Ridge
Blind Monk (Rare),2026-01-19,0.155,0.1535,XGBoost
Blind Monk (Rare),2026-01-26,0.165,0.162,ARIMA
Blind Monk (Rare),2026-01-26,0.165,0.1744,Lasso
Blind Monk (Rare),2026-01-26,0.165,0.1662,Prophet
Blind Monk (Rare),2026-01-26,0.165,0.1635,RandomForest
Blind Monk (Rare),2026-01-26,0.165,0.1828,Ridge
Blind Monk (Rare),2026-01-26,0.165,0.1611,XGBoost
Blind Monk (Rare),2026-02-02,0.18,0.1721,ARIMA
Blind Monk (Rare),2026-02-02,0.18,0.1887,Lasso
Blind Monk (Rare),2026-02-02,0.18,0.1752,Prophet
Blind Monk (Rare),2026-02-02,0.18,0.1738,RandomForest
Blind Monk (Rare),2026-02-02,0.18,0.2007,Ridge
Blind Monk (Rare),2026-02-02,0.18,0.1725,XGBoost
Blind Monk (Rare),2026-02-09,0.195,0.189,ARIMA
Blind Monk (Rare),2026-02-09,0.195,0.2022,Lasso
Blind Monk (Rare),2026-02-09,0.195,0.1937,Prophet
Blind Monk (Rare),2026-02-09,0.195,0.1909,RandomForest
Blind Monk (Rare),2026-02-09,0.195,0.1974,Ridge
Blind Monk (Rare),2026-02-09,0.195,0.1903,XGBoost
Blind Monk (Rare),2026-02-16,0.2,0.2023,ARIMA
Blind Monk (Rare),2026-02-16,0.2,0.2209,Lasso
Blind Monk (Rare),2026-02-16,0.2,0.2027,Prophet
Blind Monk (Rare),2026-02-16,0.2,0.2011,RandomForest
Blind Monk (Rare),2026-02-16,0.2,0.222,Ridge
Blind Monk (Rare),2026-02-16,0.2,0.2107,XGBoost
Blind Monk (Rare),2026-02-23,0.17,0.1996,ARIMA
Blind Monk (Rare),2026-02-23,0.17,0.2268,Lasso
Blind Monk (Rare),2026-02-23,0.17,0.2117,Prophet
Blind Monk (Rare),2026-02-23,0.17,0.2007,RandomForest
Blind Monk (Rare),2026-02-23,0.17,0.2376,Ridge
Blind Monk (Rare),2026-02-23,0.17,0.2075,XGBoost
Blind Monk (Rare),2026-03-02,0.235,0.1954,ARIMA
Blind Monk (Rare),2026-03-02,0.235,0.191,Lasso
Blind Monk (Rare),2026-03-02,0.235,0.2206,Prophet
Blind Monk (Rare),2026-03-02,0.235,0.1777,RandomForest
Blind Monk (Rare),2026-03-02,0.235,0.2183,Ridge
Blind Monk (Rare),2026-03-02,0.235,0.1766,XGBoost
Blind Monk (Rare),2026-03-09,0.23,0.1889,ARIMA
Blind Monk (Rare),2026-03-09,0.23,0.2905,Lasso
Blind Monk (Rare),2026-03-09,0.23,0.2296,Prophet
Blind Monk (Rare),2026-03-09,0.23,0.2449,RandomForest
Blind Monk (Rare),2026-03-09,0.23,0.3035,Ridge
Blind Monk (Rare),2026-03-09,0.23,0.232,XGBoost
Blind Monk (Showcase),2025-12-29,66.655,0.0,ARIMA
Blind Monk (Showcase),2025-12-29,66.655,68.5829,Lasso
Blind Monk (Showcase),2025-12-29,66.655,60.9165,Prophet
Blind Monk (Showcase),2025-12-29,66.655,71.6188,RandomForest
Blind Monk (Showcase),2025-12-29,66.655,69.233,Ridge
Blind Monk (Showcase),2025-12-29,66.655,69.2409,XGBoost
Blind Monk (Showcase),2026-01-05,62.47,66.6564,ARIMA
Blind Monk (Showcase),2026-01-05,691.0233,0.0,ARIMA
Blind Monk (Showcase),2026-01-05,62.47,63.6112,Lasso
Blind Monk (Showcase),2026-01-05,691.0233,605.2778,Lasso
Blind Monk (Showcase),2026-01-05,62.47,65.7256,Prophet
Blind Monk (Showcase),2026-01-05,691.0233,691.0233,Prophet
Blind Monk (Showcase),2026-01-05,62.47,65.5937,RandomForest
Blind Monk (Showcase),2026-01-05,691.0233,705.3601,RandomForest
Blind Monk (Showcase),2026-01-05,62.47,63.7949,Ridge
Blind Monk (Showcase),2026-01-05,691.0233,623.9281,Ridge
Blind Monk (Showcase),2026-01-05,62.47,62.2271,XGBoost
Blind Monk (Showcase),2026-01-05,691.0233,672.5946,XGBoost
Blind Monk (Showcase),2026-01-12,64.3167,59.5346,ARIMA
Blind Monk (Showcase),2026-01-12,705.705,691.1108,ARIMA
Blind Monk (Showcase),2026-01-12,64.3167,60.2345,Lasso
Blind Monk (Showcase),2026-01-12,705.705,652.113,Lasso
Blind Monk (Showcase),2026-01-12,64.3167,71.6914,Prophet
Blind Monk (Showcase),2026-01-12,705.705,705.705,Prophet
Blind Monk (Showcase),2026-01-12,64.3167,66.0624,RandomForest
Blind Monk (Showcase),2026-01-12,705.705,714.3666,RandomForest
Blind Monk (Showcase),2026-01-12,64.3167,62.7872,Ridge
Blind Monk (Showcase),2026-01-12,705.705,704.7464,Ridge
Blind Monk (Showcase),2026-01-12,64.3167,65.6294,XGBoost
Blind Monk (Showcase),2026-01-12,705.705,709.4818,XGBoost
Blind Monk (Showcase),2026-01-19,74.925,67.8753,ARIMA
Blind Monk (Showcase),2026-01-19,734.555,715.5293,ARIMA
Blind Monk (Showcase),2026-01-19,74.925,62.4596,Lasso
Blind Monk (Showcase),2026-01-19,734.555,666.7455,Lasso
Blind Monk (Showcase),2026-01-19,74.925,76.5006,Prophet
Blind Monk (Showcase),2026-01-19,734.555,734.555,Prophet
Blind Monk (Showcase),2026-01-19,74.925,72.515,RandomForest
Blind Monk (Showcase),2026-01-19,734.555,726.3101,RandomForest
Blind Monk (Showcase),2026-01-19,74.925,66.7099,Ridge
Blind Monk (Showcase),2026-01-19,734.555,702.0777,Ridge
Blind Monk (Showcase),2026-01-19,74.925,73.2884,XGBoost
Blind Monk (Showcase),2026-01-19,734.555,731.7357,XGBoost
Blind Monk (Showcase),2026-01-26,84.83,84.6353,ARIMA
Blind Monk (Showcase),2026-01-26,744.8033,753.8601,ARIMA
Blind Monk (Showcase),2026-01-26,84.83,73.3336,Lasso
Blind Monk (Showcase),2026-01-26,744.8033,696.578,Lasso
Blind Monk (Showcase),2026-01-26,84.83,81.3097,Prophet
Blind Monk (Showcase),2026-01-26,744.8033,744.8033,Prophet
Blind Monk (Showcase),2026-01-26,84.83,80.7702,RandomForest
Blind Monk (Showcase),2026-01-26,744.8033,742.2727,RandomForest
Blind Monk (Showcase),2026-01-26,84.83,79.2591,Ridge
Blind Monk (Showcase),2026-01-26,744.8033,746.0225,Ridge
Blind Monk (Showcase),2026-01-26,84.83,79.3482,XGBoost
Blind Monk (Showcase),2026-01-26,744.8033,747.3076,XGBoost
Blind Monk (Showcase),2026-02-02,91.55,89.7396,ARIMA
Blind Monk (Showcase),2026-02-02,755.38,751.661,ARIMA
Blind Monk (Showcase),2026-02-02,91.55,83.0769,Lasso
Blind Monk (Showcase),2026-02-02,755.38,707.6493,Lasso
Blind Monk (Showcase),2026-02-02,91.55,86.1189,Prophet
Blind Monk (Showcase),2026-02-02,755.38,755.38,Prophet
Blind Monk (Showcase),2026-02-02,91.55,88.1272,RandomForest
Blind Monk (Showcase),2026-02-02,755.38,752.4268,RandomForest
Blind Monk (Showcase),2026-02-02,91.55,87.3788,Ridge
Blind Monk (Showcase),2026-02-02,755.38,754.8256,Ridge
Blind Monk (Showcase),2026-02-02,91.55,94.4457,XGBoost
Blind Monk (Showcase),2026-02-02,755.38,752.4876,XGBoost
Blind Monk (Showcase),2026-02-09,91.165,93.6116,ARIMA
Blind Monk (Showcase),2026-02-09,755.38,762.4574,ARIMA
Blind Monk (Showcase),2026-02-09,91.165,89.1467,Lasso
Blind Monk (Showcase),2026-02-09,755.38,715.7565,Lasso
Blind Monk (Showcase),2026-02-09,91.165,89.7714,Prophet
Blind Monk (Showcase),2026-02-09,755.38,755.38,Prophet
Blind Monk (Showcase),2026-02-09,91.165,92.0057,RandomForest
Blind Monk (Showcase),2026-02-09,755.38,758.8543,RandomForest
Blind Monk (Showcase),2026-02-09,91.165,92.1338,Ridge
Blind Monk (Showcase),2026-02-09,755.38,758.1682,Ridge
Blind Monk (Showcase),2026-02-09,91.165,92.21,XGBoost
Blind Monk (Showcase),2026-02-09,755.38,753.9444,XGBoost
Blind Monk (Showcase),2026-02-16,90.715,89.7547,ARIMA
Blind Monk (Showcase),2026-02-16,755.38,755.38,ARIMA
Blind Monk (Showcase),2026-02-16,90.715,88.7362,Lasso
Blind Monk (Showcase),2026-02-16,755.38,717.6297,Lasso
Blind Monk (Showcase),2026-02-16,90.715,94.5806,Prophet
Blind Monk (Showcase),2026-02-16,755.38,755.38,Prophet
Blind Monk (Showcase),2026-02-16,90.715,94.242,RandomForest
Blind Monk (Showcase),2026-02-16,755.38,768.6463,RandomForest
Blind Monk (Showcase),2026-02-16,90.715,91.5478,Ridge
Blind Monk (Showcase),2026-02-16,755.38,761.9267,Ridge
Blind Monk (Showcase),2026-02-16,90.715,89.7012,XGBoost
Blind Monk (Showcase),2026-02-16,755.38,751.5332,XGBoost
Blind Monk (Showcase),2026-02-23,88.2933,89.8632,ARIMA
Blind Monk (Showcase),2026-02-23,758.745,755.38,ARIMA
Blind Monk (Showcase),2026-02-23,88.2933,88.5892,Lasso
Blind Monk (Showcase),2026-02-23,758.745,719.9585,Lasso
Blind Monk (Showcase),2026-02-23,88.2933,99.3897,Prophet
Blind Monk (Showcase),2026-02-23,758.745,755.38,Prophet
Blind Monk (Showcase),2026-02-23,88.2933,97.0515,RandomForest
Blind Monk (Showcase),2026-02-23,758.745,783.8539,RandomForest
Blind Monk (Showcase),2026-02-23,88.2933,93.5096,Ridge
Blind Monk (Showcase),2026-02-23,758.745,770.6712,Ridge
Blind Monk (Showcase),2026-02-23,88.2933,89.7012,XGBoost
Blind Monk (Showcase),2026-02-23,758.745,756.926,XGBoost
Blind Monk (Showcase),2026-03-02,85.59,90.6243,ARIMA
Blind Monk (Showcase),2026-03-02,772.71,755.38,ARIMA
Blind Monk (Showcase),2026-03-02,85.59,86.4462,Lasso
Blind Monk (Showcase),2026-03-02,772.71,725.6238,Lasso
Blind Monk (Showcase),2026-03-02,85.59,104.1989,Prophet
Blind Monk (Showcase),2026-03-02,772.71,755.38,Prophet
Blind Monk (Showcase),2026-03-02,85.59,94.5828,RandomForest
Blind Monk (Showcase),2026-03-02,772.71,791.2264,RandomForest
Blind Monk (Showcase),2026-03-02,85.59,91.3686,Ridge
Blind Monk (Showcase),2026-03-02,772.71,781.669,Ridge
Blind Monk (Showcase),2026-03-02,85.59,89.5413,XGBoost
Blind Monk (Showcase),2026-03-02,772.71,767.6573,XGBoost
Blind Monk (Showcase),2026-03-09,83.86,90.6243,ARIMA
Blind Monk (Showcase),2026-03-09,772.71,755.38,ARIMA
Blind Monk (Showcase),2026-03-09,83.86,84.0856,Lasso
Blind Monk (Showcase),2026-03-09,772.71,741.6947,Lasso
Blind Monk (Showcase),2026-03-09,83.86,109.008,Prophet
Blind Monk (Showcase),2026-03-09,772.71,755.38,Prophet
Blind Monk (Showcase),2026-03-09,83.86,92.9249,RandomForest
Blind Monk (Showcase),2026-03-09,772.71,792.5711,RandomForest
Blind Monk (Showcase),2026-03-09,83.86,89.662,Ridge
Blind Monk (Showcase),2026-03-09,772.71,804.8757,Ridge
Blind Monk (Showcase),2026-03-09,83.86,88.7042,XGBoost
Blind Monk (Showcase),2026-03-09,772.71,780.2528,XGBoost
"Blitzcrank, Impassive",2026-01-05,0.5867,0.4678,ARIMA
"Blitzcrank, Impassive",2026-01-05,0.5867,0.7267,Lasso
"Blitzcrank, Impassive",2026-01-05,0.5867,0.5832,Prophet
"Blitzcrank, Impassive",2026-01-05,0.5867,0.5769,RandomForest
"Blitzcrank, Impassive",2026-01-05,0.5867,0.7014,Ridge
"Blitzcrank, Impassive",2026-01-05,0.5867,0.572,XGBoost
"Blitzcrank, Impassive",2026-01-12,0.44,0.5175,ARIMA
"Blitzcrank, Impassive",2026-01-12,0.44,0.5555,Lasso
"Blitzcrank, Impassive",2026-01-12,0.44,0.4353,Prophet
"Blitzcrank, Impassive",2026-01-12,0.44,0.4866,RandomForest
"Blitzcrank, Impassive",2026-01-12,0.44,0.523,Ridge
"Blitzcrank, Impassive",2026-01-12,0.44,0.5314,XGBoost
"Blitzcrank, Impassive",2026-01-19,0.425,0.4286,ARIMA
"Blitzcrank, Impassive",2026-01-19,0.425,0.4166,Lasso
"Blitzcrank, Impassive",2026-01-19,0.425,0.4176,Prophet
"Blitzcrank, Impassive",2026-01-19,0.425,0.4283,RandomForest
"Blitzcrank, Impassive",2026-01-19,0.425,0.423,Ridge
"Blitzcrank, Impassive",2026-01-19,0.425,0.4371,XGBoost
"Blitzcrank, Impassive",2026-01-26,0.38,0.4659,ARIMA
"Blitzcrank, Impassive",2026-01-26,0.38,0.4199,Lasso
"Blitzcrank, Impassive",2026-01-26,0.38,0.3999,Prophet
"Blitzcrank, Impassive",2026-01-26,0.38,0.3921,RandomForest
"Blitzcrank, Impassive",2026-01-26,0.38,0.4423,Ridge
"Blitzcrank, Impassive",2026-01-26,0.38,0.4143,XGBoost
"Blitzcrank, Impassive",2026-02-02,0.39,0.4218,ARIMA
"Blitzcrank, Impassive",2026-02-02,0.39,0.3756,Lasso
"Blitzcrank, Impassive",2026-02-02,0.39,0.3822,Prophet
"Blitzcrank, Impassive",2026-02-02,0.39,0.3718,RandomForest
"Blitzcrank, Impassive",2026-02-02,0.39,0.3682,Ridge
"Blitzcrank, Impassive",2026-02-02,0.39,0.3564,XGBoost
"Blitzcrank, Impassive",2026-02-09,0.465,0.4507,ARIMA
"Blitzcrank, Impassive",2026-02-09,0.465,0.39,Lasso
"Blitzcrank, Impassive",2026-02-09,0.465,0.4947,Prophet
"Blitzcrank, Impassive",2026-02-09,0.465,0.4337,RandomForest
"Blitzcrank, Impassive",2026-02-09,0.465,0.3831,Ridge
"Blitzcrank, Impassive",2026-02-09,0.465,0.3949,XGBoost
"Blitzcrank, Impassive",2026-02-16,0.5033,0.4755,ARIMA
"Blitzcrank, Impassive",2026-02-16,0.5033,0.4798,Lasso
"Blitzcrank, Impassive",2026-02-16,0.5033,0.477,Prophet
"Blitzcrank, Impassive",2026-02-16,0.5033,0.4792,RandomForest
"Blitzcrank, Impassive",2026-02-16,0.5033,0.4628,Ridge
"Blitzcrank, Impassive",2026-02-16,0.5033,0.4549,XGBoost
"Blitzcrank, Impassive",2026-02-23,0.515,0.4828,ARIMA
"Blitzcrank, Impassive",2026-02-23,0.515,0.5156,Lasso
"Blitzcrank, Impassive",2026-02-23,0.515,0.4593,Prophet
"Blitzcrank, Impassive",2026-02-23,0.515,0.469,RandomForest
"Blitzcrank, Impassive",2026-02-23,0.515,0.4936,Ridge
"Blitzcrank, Impassive",2026-02-23,0.515,0.4773,XGBoost
"Blitzcrank, Impassive",2026-03-02,0.56,0.4678,ARIMA
"Blitzcrank, Impassive",2026-03-02,0.56,0.5283,Lasso
"Blitzcrank, Impassive",2026-03-02,0.56,0.4416,Prophet
"Blitzcrank, Impassive",2026-03-02,0.56,0.4884,RandomForest
"Blitzcrank, Impassive",2026-03-02,0.56,0.5329,Ridge
"Blitzcrank, Impassive",2026-03-02,0.56,0.4998,XGBoost
"Blitzcrank, Impassive",2026-03-09,0.67,0.4678,ARIMA
"Blitzcrank, Impassive",2026-03-09,0.67,0.5827,Lasso
"Blitzcrank, Impassive",2026-03-09,0.67,0.4239,Prophet
"Blitzcrank, Impassive",2026-03-09,0.67,0.5443,RandomForest
"Blitzcrank, Impassive",2026-03-09,0.67,0.597,Ridge
"Blitzcrank, Impassive",2026-03-09,0.67,0.5139,XGBoost
Block,2025-12-29,0.215,0.1983,ARIMA
Block,2025-12-29,0.215,0.2317,Lasso
Block,2025-12-29,0.215,0.206,Prophet
Block,2025-12-29,0.215,0.217,RandomForest
Block,2025-12-29,0.215,0.1856,Ridge
Block,2025-12-29,0.215,0.2082,XGBoost
Block,2026-01-05,0.2,0.2066,ARIMA
Block,2026-01-05,0.2,0.1917,Lasso
Block,2026-01-05,0.2,0.2075,Prophet
Block,2026-01-05,0.2,0.2013,RandomForest
Block,2026-01-05,0.2,0.1583,Ridge
Block,2026-01-05,0.2,0.1973,XGBoost
Block,2026-01-12,0.17,0.1938,ARIMA
Block,2026-01-12,0.17,0.1921,Lasso
Block,2026-01-12,0.17,0.182,Prophet
Block,2026-01-12,0.17,0.1818,RandomForest
Block,2026-01-12,0.17,0.1898,Ridge
Block,2026-01-12,0.17,0.1919,XGBoost
Block,2026-01-19,0.19,0.1804,ARIMA
Block,2026-01-19,0.19,0.1622,Lasso
Block,2026-01-19,0.19,0.1834,Prophet
Block,2026-01-19,0.19,0.1825,RandomForest
Block,2026-01-19,0.19,0.1655,Ridge
Block,2026-01-19,0.19,0.163,XGBoost
Block,2026-01-26,0.19,0.206,ARIMA
Block,2026-01-26,0.19,0.1998,Lasso
Block,2026-01-26,0.19,0.1849,Prophet
Block,2026-01-26,0.19,0.1892,RandomForest
Block,2026-01-26,0.19,0.1985,Ridge
Block,2026-01-26,0.19,0.1921,XGBoost
Block,2026-02-02,0.1867,0.185,ARIMA
Block,2026-02-02,0.1867,0.1975,Lasso
Block,2026-02-02,0.1867,0.1864,Prophet
Block,2026-02-02,0.1867,0.1909,RandomForest
Block,2026-02-02,0.1867,0.1901,Ridge
Block,2026-02-02,0.1867,0.1953,XGBoost
Block,2026-02-09,0.215,0.1997,ARIMA
Block,2026-02-09,0.215,0.1902,Lasso
Block,2026-02-09,0.215,0.215,Prophet
Block,2026-02-09,0.215,0.2105,RandomForest
Block,2026-02-09,0.215,0.1838,Ridge
Block,2026-02-09,0.215,0.202,XGBoost
Block,2026-02-16,0.215,0.2116,ARIMA
Block,2026-02-16,0.215,0.2314,Lasso
Block,2026-02-16,0.215,0.2164,Prophet
Block,2026-02-16,0.215,0.2158,RandomForest
Block,2026-02-16,0.215,0.2199,Ridge
Block,2026-02-16,0.215,0.213,XGBoost
Block,2026-02-23,0.2433,0.2013,ARIMA
Block,2026-02-23,0.2433,0.2271,Lasso
Block,2026-02-23,0.2433,0.2179,Prophet
Block,2026-02-23,0.2433,0.2084,RandomForest
Block,2026-02-23,0.2433,0.2233,Ridge
Block,2026-02-23,0.2433,0.2095,XGBoost
Block,2026-03-02,0.31,0.1983,ARIMA
Block,2026-03-02,0.31,0.2668,Lasso
Block,2026-03-02,0.31,0.2194,Prophet
Block,2026-03-02,0.31,0.2518,RandomForest
Block,2026-03-02,0.31,0.2786,Ridge
Block,2026-03-02,0.31,0.2313,XGBoost
Block,2026-03-09,0.27,0.1983,ARIMA
Block,2026-03-09,0.27,0.3468,Lasso
Block,2026-03-09,0.27,0.2209,Prophet
Block,2026-03-09,0.27,0.3232,RandomForest
Block,2026-03-09,0.27,0.3491,Ridge
Block,2026-03-09,0.27,0.2766,XGBoost
Blood Money,2026-02-09,0.31,1.2765,Lasso
Blood Money,2026-02-09,0.31,0.759,RandomForest
Blood Money,2026-02-09,0.31,0.964,Ridge
Blood Money,2026-02-09,0.31,0.4051,XGBoost
Blood Money,2026-02-16,0.265,0.249,Lasso
Blood Money,2026-02-16,0.265,0.2746,RandomForest
Blood Money,2026-02-16,0.265,0.1863,Ridge
Blood Money,2026-02-16,0.265,0.2445,XGBoost
Blood Money,2026-02-23,0.2033,0.2446,Lasso
Blood Money,2026-02-23,0.2033,0.2303,RandomForest
Blood Money,2026-02-23,0.2033,0.3773,Ridge
Blood Money,2026-02-23,0.2033,0.3003,XGBoost
Blood Money,2026-03-02,0.185,0.1837,Lasso
Blood Money,2026-03-02,0.185,0.1883,RandomForest
Blood Money,2026-03-02,0.185,0.1644,Ridge
Blood Money,2026-03-02,0.185,0.2171,XGBoost
Blood Money,2026-03-09,0.18,0.1771,Lasso
Blood Money,2026-03-09,0.18,0.1814,RandomForest
Blood Money,2026-03-09,0.18,0.1696,Ridge
Blood Money,2026-03-09,0.18,0.1825,XGBoost
Blood Rush,2026-02-16,0.1,0.0797,Lasso
Blood Rush,2026-02-16,0.1,0.1087,RandomForest
Blood Rush,2026-02-16,0.1,0.1391,Ridge
Blood Rush,2026-02-16,0.1,0.1292,XGBoost
Blood Rush,2026-02-23,0.08,0.0763,Lasso
Blood Rush,2026-02-23,0.08,0.0915,RandomForest
Blood Rush,2026-02-23,0.08,0.15,Ridge
Blood Rush,2026-02-23,0.08,0.1223,XGBoost
Blood Rush,2026-03-02,0.085,0.0618,Lasso
Blood Rush,2026-03-02,0.085,0.0704,RandomForest
Blood Rush,2026-03-02,0.085,0.1068,Ridge
Blood Rush,2026-03-02,0.085,0.0912,XGBoost
Blood Rush,2026-03-09,0.07,0.0825,Lasso
Blood Rush,2026-03-09,0.07,0.0931,RandomForest
Blood Rush,2026-03-09,0.07,0.1009,Ridge
Blood Rush,2026-03-09,0.07,0.0942,XGBoost
Body Rune (Common),2026-01-05,0.2167,0.19,ARIMA
Body Rune (Common),2026-01-05,0.2167,0.2394,Lasso
Body Rune (Common),2026-01-05,0.2167,0.2154,Prophet
Body Rune (Common),2026-01-05,0.2167,0.2166,RandomForest
Body Rune (Common),2026-01-05,0.2167,0.1438,Ridge
Body Rune (Common),2026-01-05,0.2167,0.2069,XGBoost
Body Rune (Common),2026-01-12,0.215,0.2033,ARIMA
Body Rune (Common),2026-01-12,0.215,0.2003,Lasso
Body Rune (Common),2026-01-12,0.215,0.2139,Prophet
Body Rune (Common),2026-01-12,0.215,0.2096,RandomForest
Body Rune (Common),2026-01-12,0.215,0.141,Ridge
Body Rune (Common),2026-01-12,0.215,0.1962,XGBoost
Body Rune (Common),2026-01-19,0.2,0.1978,ARIMA
Body Rune (Common),2026-01-19,0.2,0.2101,Lasso
Body Rune (Common),2026-01-19,0.2,0.2038,Prophet
Body Rune (Common),2026-01-19,0.2,0.2014,RandomForest
Body Rune (Common),2026-01-19,0.2,0.1634,Ridge
Body Rune (Common),2026-01-19,0.2,0.197,XGBoost
Body Rune (Common),2026-01-26,0.2,0.1917,ARIMA
Body Rune (Common),2026-01-26,0.2,0.1959,Lasso
Body Rune (Common),2026-01-26,0.2,0.1937,Prophet
Body Rune (Common),2026-01-26,0.2,0.1926,RandomForest
Body Rune (Common),2026-01-26,0.2,0.1516,Ridge
Body Rune (Common),2026-01-26,0.2,0.1909,XGBoost
Body Rune (Common),2026-02-02,0.18,0.1967,ARIMA
Body Rune (Common),2026-02-02,0.18,0.2035,Lasso
Body Rune (Common),2026-02-02,0.18,0.1836,Prophet
Body Rune (Common),2026-02-02,0.18,0.1831,RandomForest
Body Rune (Common),2026-02-02,0.18,0.1574,Ridge
Body Rune (Common),2026-02-02,0.18,0.1919,XGBoost
Body Rune (Common),2026-02-09,0.155,0.1761,ARIMA
Body Rune (Common),2026-02-09,0.155,0.1754,Lasso
Body Rune (Common),2026-02-09,0.155,0.1649,Prophet
Body Rune (Common),2026-02-09,0.155,0.1679,RandomForest
Body Rune (Common),2026-02-09,0.155,0.1266,Ridge
Body Rune (Common),2026-02-09,0.155,0.179,XGBoost
Body Rune (Common),2026-02-16,0.1633,0.1719,ARIMA
Body Rune (Common),2026-02-16,0.1633,0.1525,Lasso
Body Rune (Common),2026-02-16,0.1633,0.1548,Prophet
Body Rune (Common),2026-02-16,0.1633,0.1648,RandomForest
Body Rune (Common),2026-02-16,0.1633,0.1142,Ridge
Body Rune (Common),2026-02-16,0.1633,0.1681,XGBoost
Body Rune (Common),2026-02-23,0.135,0.1825,ARIMA
Body Rune (Common),2026-02-23,0.135,0.1744,Lasso
Body Rune (Common),2026-02-23,0.135,0.1447,Prophet
Body Rune (Common),2026-02-23,0.135,0.164,RandomForest
Body Rune (Common),2026-02-23,0.135,0.1324,Ridge
Body Rune (Common),2026-02-23,0.135,0.1639,XGBoost
Body Rune (Common),2026-03-02,0.135,0.19,ARIMA
Body Rune (Common),2026-03-02,0.135,0.1384,Lasso
Body Rune (Common),2026-03-02,0.135,0.1346,Prophet
Body Rune (Common),2026-03-02,0.135,0.1417,RandomForest
Body Rune (Common),2026-03-02,0.135,0.1086,Ridge
Body Rune (Common),2026-03-02,0.135,0.144,XGBoost
Body Rune (Common),2026-03-09,0.15,0.19,ARIMA
Body Rune (Common),2026-03-09,0.15,0.1508,Lasso
Body Rune (Common),2026-03-09,0.15,0.1244,Prophet
Body Rune (Common),2026-03-09,0.15,0.1415,RandomForest
Body Rune (Common),2026-03-09,0.15,0.129,Ridge
Body Rune (Common),2026-03-09,0.15,0.1454,XGBoost
Body Rune (Promo),2026-01-05,12.1,0.0,ARIMA
Body Rune (Promo),2026-01-05,12.1,12.733,Lasso
Body Rune (Promo),2026-01-05,12.1,12.0137,Prophet
Body Rune (Promo),2026-01-05,12.1,11.9551,RandomForest
Body Rune (Promo),2026-01-05,12.1,11.8162,Ridge
Body Rune (Promo),2026-01-05,12.1,11.8116,XGBoost
Body Rune (Promo),2026-01-12,9.625,12.1,ARIMA
Body Rune (Promo),2026-01-12,9.625,11.6461,Lasso
Body Rune (Promo),2026-01-12,9.625,9.9098,Prophet
Body Rune (Promo),2026-01-12,9.625,10.3791,RandomForest
Body Rune (Promo),2026-01-12,9.625,11.2527,Ridge
Body Rune (Promo),2026-01-12,9.625,10.9769,XGBoost
Body Rune (Promo),2026-01-19,8.98,10.2274,ARIMA
Body Rune (Promo),2026-01-19,8.98,9.262,Lasso
Body Rune (Promo),2026-01-19,8.98,9.2162,Prophet
Body Rune (Promo),2026-01-19,8.98,8.8115,RandomForest
Body Rune (Promo),2026-01-19,8.98,8.7746,Ridge
Body Rune (Promo),2026-01-19,8.98,8.7915,XGBoost
Body Rune (Promo),2026-01-26,9.1533,9.137,ARIMA
Body Rune (Promo),2026-01-26,9.1533,8.7352,Lasso
Body Rune (Promo),2026-01-26,9.1533,8.5226,Prophet
Body Rune (Promo),2026-01-26,9.1533,8.6105,RandomForest
Body Rune (Promo),2026-01-26,9.1533,8.8815,Ridge
Body Rune (Promo),2026-01-26,9.1533,8.2451,XGBoost
Body Rune (Promo),2026-02-02,7.72,9.1111,ARIMA
Body Rune (Promo),2026-02-02,7.72,8.9724,Lasso
Body Rune (Promo),2026-02-02,7.72,7.8289,Prophet
Body Rune (Promo),2026-02-02,7.72,7.8674,RandomForest
Body Rune (Promo),2026-02-02,7.72,8.9817,Ridge
Body Rune (Promo),2026-02-02,7.72,7.9485,XGBoost
Body Rune (Promo),2026-02-09,8.715,8.0688,ARIMA
Body Rune (Promo),2026-02-09,8.715,7.4899,Lasso
Body Rune (Promo),2026-02-09,8.715,8.5455,Prophet
